,naive_32,sve_32_vl128,sve_32_vl256,sve_32_vl512,sme_full_32_vl128,sme_full_32_vl256,sme_full_32_vl512,naive_64,sve_64_vl128,sve_64_vl256,sve_64_vl512,sme_full_64_vl128,sme_full_64_vl256,sme_full_64_vl512,naive_128,sve_128_vl128,sve_128_vl256,sve_128_vl512,sme_full_128_vl128,sme_full_128_vl256,sme_full_128_vl512,naive_256,sve_256_vl128,sve_256_vl256,sve_256_vl512,sme_full_256_vl128,sme_full_256_vl256,sme_full_256_vl512,naive_512,sve_512_vl128,sve_512_vl256,sve_512_vl512,sme_full_512_vl128,sme_full_512_vl256,sme_full_512_vl512
system.cpu.commitStats0.committedInstType::MatrixOP,0,0,0,0,8192,2048,512,0,0,0,0,32768,8192,2048,0,0,0,0,131072,32768,8192,0,0,0,0,524288,131072,32768,0,0,0,0,2.09715e+06,524288,131072
